parking_yard_id,occcupancy,last_update,capacity
P1,8,01/02/2021 05:02:45,120
P1,11,01/02/2021 05:32:40,120
P1,7,01/02/2021 06:02:35,120
P1,7,01/02/2021 06:33:25,120
P1,13,01/02/2021 07:04:08,120
P1,12,01/02/2021 07:33:35,120
P1,32,01/02/2021 08:03:50,120
P1,31,01/02/2021 08:33:27,120
P1,38,01/02/2021 09:03:46,120
P1,36,01/02/2021 09:33:55,120
P1,53,01/02/2021 10:03:41,120
P1,60,01/02/2021 10:33:48,120
P1,52,01/02/2021 11:02:50,120
P1,54,01/02/2021 11:32:05,120
P1,68,01/02/2021 12:02:18,120
P1,67,01/02/2021 12:32:34,120
P1,68,01/02/2021 13:02:53,120
P1,70,01/02/2021 13:32:56,120
P1,70,01/02/2021 14:02:54,120
P1,67,01/02/2021 14:32:28,120
P1,54,01/02/2021 15:03:16,120
P1,64,01/02/2021 15:33:24,120
P1,55,01/02/2021 16:03:24,120
P1,59,01/02/2021 16:32:52,120
P1,46,01/02/2021 17:02:57,120
P1,41,01/02/2021 17:32:10,120
P1,48,01/02/2021 18:02:24,120
P1,42,01/02/2021 18:32:44,120
P1,40,01/02/2021 19:03:07,120
P1,48,01/02/2021 19:32:36,120
P1,30,01/02/2021 20:01:56,120
P1,46,01/02/2021 20:31:49,120
P1,47,01/02/2021 21:00:54,120
P1,43,01/02/2021 21:31:04,120
P1,11,01/02/2021 22:00:08,120
P1,8,01/02/2021 22:30:49,120
P1,7,01/02/2021 23:00:37,120
P1,12,01/02/2021 23:30:57,120
P1,10,01/03/2021 00:01:16,120
P1,10,01/03/2021 00:31:52,120
P1,6,01/03/2021 01:01:11,120
P1,7,01/03/2021 01:31:07,120
P1,10,01/03/2021 02:01:28,120
P1,10,01/03/2021 02:31:57,120
P1,12,01/03/2021 03:02:34,120
P1,8,01/03/2021 03:33:04,120
P1,11,01/03/2021 04:02:46,120
P1,11,01/03/2021 04:32:00,120
P1,11,01/03/2021 05:02:38,120
P1,11,01/03/2021 05:33:28,120
P1,12,01/03/2021 06:02:43,120
P1,10,01/03/2021 06:32:31,120
P1,22,01/03/2021 07:01:37,120
P1,20,01/03/2021 07:31:34,120
P1,34,01/03/2021 08:01:37,120
P1,22,01/03/2021 08:30:47,120
P1,38,01/03/2021 09:00:33,120
P1,36,01/03/2021 09:31:23,120
P1,42,01/03/2021 10:00:36,120
P1,66,01/03/2021 10:31:34,120
P1,60,01/03/2021 11:01:39,120
P1,47,01/03/2021 11:32:01,120
P1,70,01/03/2021 12:02:58,120
P1,70,01/03/2021 12:32:24,120
P1,67,01/03/2021 13:02:16,120
P1,70,01/03/2021 13:32:44,120
P1,67,01/03/2021 14:02:31,120
P1,71,01/03/2021 14:32:08,120
P1,58,01/03/2021 15:02:18,120
P1,66,01/03/2021 15:31:45,120
P1,60,01/03/2021 16:01:59,120
P1,62,01/03/2021 16:32:30,120
P1,38,01/03/2021 17:01:49,120
P1,37,01/03/2021 17:32:01,120
P1,47,01/03/2021 18:02:09,120
P1,46,01/03/2021 18:31:26,120
P1,43,01/03/2021 19:00:30,120
P1,31,01/03/2021 19:29:38,120
P1,47,01/03/2021 19:59:33,120
P1,31,01/03/2021 20:29:55,120
P1,30,01/03/2021 21:00:30,120
P1,46,01/03/2021 21:31:13,120
P1,11,01/03/2021 22:01:35,120
P1,11,01/03/2021 22:31:08,120
P1,10,01/03/2021 23:00:24,120
P1,10,01/03/2021 23:29:36,120
P1,7,01/03/2021 23:58:36,120
P1,8,01/04/2021 00:29:05,120
P1,10,01/04/2021 00:58:47,120
P1,6,01/04/2021 01:29:19,120
P1,12,01/04/2021 01:58:27,120
P1,12,01/04/2021 02:28:09,120
P1,7,01/04/2021 02:58:15,120
P1,11,01/04/2021 03:29:04,120
P1,10,01/04/2021 03:59:59,120
P1,12,01/04/2021 04:30:28,120
P1,10,01/04/2021 04:59:51,120
P1,6,01/04/2021 05:30:38,120
P1,6,01/04/2021 06:00:09,120
P1,11,01/04/2021 06:30:45,120
P1,22,01/04/2021 07:00:29,120
P1,14,01/04/2021 07:30:41,120
P1,19,01/04/2021 08:00:24,120
P1,20,01/04/2021 08:30:10,120
P1,22,01/04/2021 08:59:51,120
P1,55,01/04/2021 09:29:15,120
P1,54,01/04/2021 09:59:01,120
P1,52,01/04/2021 10:28:07,120
P1,66,01/04/2021 10:57:38,120
P1,49,01/04/2021 11:28:00,120
P1,59,01/04/2021 11:58:09,120
P1,71,01/04/2021 12:28:27,120
P1,70,01/04/2021 12:58:17,120
P1,67,01/04/2021 13:29:10,120
P1,71,01/04/2021 13:58:22,120
P1,66,01/04/2021 14:28:06,120
P1,66,01/04/2021 14:58:52,120
P1,61,01/04/2021 15:28:43,120
P1,61,01/04/2021 15:59:35,120
P1,64,01/04/2021 16:29:52,120
P1,58,01/04/2021 16:59:24,120
P1,48,01/04/2021 17:30:09,120
P1,40,01/04/2021 18:00:07,120
P1,36,01/04/2021 18:29:51,120
P1,47,01/04/2021 18:59:34,120
P1,32,01/04/2021 19:29:32,120
P1,34,01/04/2021 19:58:47,120
P1,42,01/04/2021 20:29:19,120
P1,42,01/04/2021 21:00:14,120
P1,34,01/04/2021 21:29:35,120
P1,6,01/04/2021 22:00:13,120
P1,11,01/04/2021 22:29:49,120
P1,6,01/04/2021 23:00:39,120
P1,8,01/04/2021 23:31:21,120
P1,7,01/05/2021 00:01:02,120
P1,12,01/05/2021 00:31:33,120
P1,11,01/05/2021 01:01:50,120
P1,6,01/05/2021 01:31:19,120
P1,7,01/05/2021 02:01:13,120
P1,7,01/05/2021 02:32:09,120
P1,11,01/05/2021 03:01:44,120
P1,10,01/05/2021 03:31:17,120
P1,7,01/05/2021 04:01:58,120
P1,7,01/05/2021 04:32:55,120
P1,7,01/05/2021 05:01:56,120
P1,12,01/05/2021 05:30:58,120
P1,12,01/05/2021 06:00:46,120
P1,8,01/05/2021 06:30:28,120
P1,25,01/05/2021 07:00:42,120
P1,28,01/05/2021 07:30:06,120
P1,19,01/05/2021 07:59:21,120
P1,16,01/05/2021 08:28:48,120
P1,16,01/05/2021 08:58:49,120
P1,37,01/05/2021 09:29:40,120
P1,47,01/05/2021 09:59:13,120
P1,53,01/05/2021 10:28:32,120
P1,47,01/05/2021 10:58:35,120
P1,61,01/05/2021 11:29:25,120
P1,70,01/05/2021 12:00:22,120
P1,70,01/05/2021 12:30:05,120
P1,71,01/05/2021 13:00:58,120
P1,70,01/05/2021 13:30:36,120
P1,67,01/05/2021 14:01:01,120
P1,70,01/05/2021 14:31:56,120
P1,55,01/05/2021 15:01:06,120
P1,58,01/05/2021 15:31:10,120
P1,55,01/05/2021 16:00:35,120
P1,64,01/05/2021 16:31:09,120
P1,46,01/05/2021 17:02:02,120
P1,47,01/05/2021 17:31:53,120
P1,36,01/05/2021 18:01:30,120
P1,31,01/05/2021 18:31:49,120
P1,43,01/05/2021 19:01:32,120
P1,42,01/05/2021 19:31:40,120
P1,34,01/05/2021 20:01:47,120
P1,35,01/05/2021 20:32:30,120
P1,47,01/05/2021 21:02:19,120
P1,43,01/05/2021 21:31:39,120
P1,7,01/05/2021 22:02:37,120
P1,8,01/05/2021 22:33:32,120
P1,12,01/05/2021 23:03:27,120
P1,10,01/05/2021 23:33:57,120
P1,11,01/06/2021 00:04:56,120
P1,8,01/06/2021 00:35:06,120
P1,7,01/06/2021 01:04:38,120
P1,6,01/06/2021 01:34:44,120
P1,12,01/06/2021 02:04:12,120
P1,11,01/06/2021 02:34:11,120
P1,6,01/06/2021 03:04:06,120
P1,11,01/06/2021 03:33:48,120
P1,8,01/06/2021 04:04:27,120
P1,6,01/06/2021 04:35:26,120
P1,11,01/06/2021 05:06:05,120
P1,6,01/06/2021 05:36:39,120
P1,7,01/06/2021 06:06:35,120
P1,6,01/06/2021 06:37:16,120
P1,36,01/06/2021 07:06:26,120
P1,24,01/06/2021 07:35:52,120
P1,13,01/06/2021 08:06:29,120
P1,16,01/06/2021 08:36:30,120
P1,40,01/06/2021 09:05:51,120
P1,58,01/06/2021 09:36:22,120
P1,50,01/06/2021 10:05:55,120
P1,44,01/06/2021 10:35:58,120
P1,61,01/06/2021 11:05:19,120
P1,49,01/06/2021 11:34:52,120
P1,66,01/06/2021 12:04:23,120
P1,70,01/06/2021 12:35:19,120
P1,71,01/06/2021 13:05:32,120
P1,67,01/06/2021 13:35:56,120
P1,68,01/06/2021 14:06:21,120
P1,72,01/06/2021 14:35:57,120
P1,61,01/06/2021 15:06:56,120
P1,60,01/06/2021 15:36:50,120
P1,65,01/06/2021 16:07:37,120
P1,54,01/06/2021 16:38:20,120
P1,31,01/06/2021 17:07:52,120
P1,43,01/06/2021 17:37:19,120
P1,42,01/06/2021 18:06:50,120
P1,47,01/06/2021 18:37:15,120
P1,31,01/06/2021 19:06:41,120
P1,36,01/06/2021 19:35:53,120
P1,43,01/06/2021 20:06:24,120
P1,47,01/06/2021 20:35:40,120
P1,41,01/06/2021 21:05:37,120
P1,34,01/06/2021 21:36:14,120
P1,7,01/06/2021 22:06:52,120
P1,10,01/06/2021 22:37:02,120
P1,10,01/06/2021 23:07:47,120
P1,8,01/06/2021 23:38:00,120
P1,11,01/07/2021 00:07:00,120
P1,10,01/07/2021 00:37:57,120
P1,11,01/07/2021 01:08:45,120
P1,8,01/07/2021 01:39:43,120
P1,8,01/07/2021 02:09:24,120
P1,12,01/07/2021 02:39:17,120
P1,8,01/07/2021 03:09:50,120
P1,11,01/07/2021 03:39:23,120
P1,6,01/07/2021 04:09:04,120
P1,11,01/07/2021 04:38:42,120
P1,6,01/07/2021 05:08:42,120
P1,8,01/07/2021 05:38:39,120
P1,6,01/07/2021 06:09:19,120
P1,8,01/07/2021 06:38:27,120
P1,32,01/07/2021 07:07:37,120
P1,23,01/07/2021 07:38:05,120
P1,36,01/07/2021 08:08:59,120
P1,20,01/07/2021 08:38:41,120
P1,40,01/07/2021 09:09:37,120
P1,40,01/07/2021 09:38:38,120
P1,36,01/07/2021 10:09:18,120
P1,50,01/07/2021 10:38:38,120
P1,64,01/07/2021 11:08:55,120
P1,54,01/07/2021 11:39:15,120
P1,72,01/07/2021 12:08:21,120
P1,68,01/07/2021 12:38:50,120
P1,67,01/07/2021 13:09:05,120
P1,71,01/07/2021 13:38:21,120
P1,66,01/07/2021 14:07:49,120
P1,71,01/07/2021 14:37:44,120
P1,54,01/07/2021 15:08:19,120
P1,60,01/07/2021 15:39:17,120
P1,65,01/07/2021 16:10:09,120
P1,56,01/07/2021 16:40:04,120
P1,36,01/07/2021 17:09:50,120
P1,43,01/07/2021 17:40:07,120
P1,38,01/07/2021 18:10:46,120
P1,31,01/07/2021 18:41:07,120
P1,44,01/07/2021 19:10:56,120
P1,43,01/07/2021 19:41:05,120
P1,47,01/07/2021 20:10:30,120
P1,41,01/07/2021 20:41:15,120
P1,48,01/07/2021 21:10:18,120
P1,37,01/07/2021 21:41:10,120
P1,7,01/07/2021 22:10:45,120
P1,10,01/07/2021 22:40:44,120
P1,12,01/07/2021 23:10:47,120
P1,7,01/07/2021 23:40:28,120
P1,6,01/08/2021 00:10:24,120
P1,7,01/08/2021 00:40:33,120
P1,6,01/08/2021 01:10:44,120
P1,12,01/08/2021 01:40:50,120
P1,8,01/08/2021 02:10:29,120
P1,10,01/08/2021 02:40:05,120
P1,12,01/08/2021 03:09:08,120
P1,11,01/08/2021 03:39:21,120
P1,6,01/08/2021 04:09:23,120
P1,11,01/08/2021 04:38:34,120
P1,10,01/08/2021 05:07:45,120
P1,10,01/08/2021 05:37:13,120
P1,12,01/08/2021 06:07:55,120
P1,6,01/08/2021 06:38:37,120
P1,19,01/08/2021 07:09:19,120
P1,36,01/08/2021 07:39:08,120
P1,19,01/08/2021 08:08:16,120
P1,19,01/08/2021 08:37:43,120
P1,38,01/08/2021 09:06:49,120
P1,54,01/08/2021 09:37:13,120
P1,48,01/08/2021 10:07:03,120
P1,61,01/08/2021 10:36:26,120
P1,54,01/08/2021 11:05:39,120
P1,36,01/08/2021 11:36:34,120
P1,66,01/08/2021 12:05:35,120
P1,70,01/08/2021 12:35:41,120
P1,67,01/08/2021 13:06:12,120
P1,68,01/08/2021 13:35:51,120
P1,68,01/08/2021 14:05:15,120
P1,72,01/08/2021 14:35:55,120
P1,58,01/08/2021 15:06:46,120
P1,64,01/08/2021 15:36:13,120
P1,54,01/08/2021 16:05:18,120
P1,65,01/08/2021 16:34:27,120
P1,38,01/08/2021 17:05:26,120
P1,40,01/08/2021 17:34:38,120
P1,48,01/08/2021 18:04:34,120
P1,38,01/08/2021 18:35:11,120
P1,35,01/08/2021 19:05:22,120
P1,42,01/08/2021 19:34:54,120
P1,41,01/08/2021 20:05:33,120
P1,36,01/08/2021 20:35:33,120
P1,32,01/08/2021 21:06:16,120
P1,47,01/08/2021 21:36:56,120
P1,7,01/08/2021 22:06:09,120
P1,6,01/08/2021 22:36:14,120
P1,6,01/08/2021 23:05:59,120
P1,7,01/08/2021 23:36:23,120
P1,10,01/09/2021 00:05:24,120
P1,8,01/09/2021 00:35:23,120
P1,8,01/09/2021 01:04:40,120
P1,11,01/09/2021 01:35:14,120
P1,6,01/09/2021 02:05:49,120
P1,11,01/09/2021 02:36:08,120
P1,8,01/09/2021 03:06:27,120
P1,8,01/09/2021 03:35:33,120
P1,11,01/09/2021 04:04:37,120
P1,12,01/09/2021 04:33:51,120
P1,12,01/09/2021 05:02:53,120
P1,11,01/09/2021 05:32:12,120
P1,10,01/09/2021 06:02:45,120
P1,7,01/09/2021 06:32:56,120
P1,13,01/09/2021 07:03:39,120
P1,35,01/09/2021 07:34:12,120
P1,13,01/09/2021 08:04:51,120
P1,12,01/09/2021 08:35:24,120
P1,52,01/09/2021 09:05:14,120
P1,38,01/09/2021 09:35:45,120
P1,43,01/09/2021 10:05:13,120
P1,42,01/09/2021 10:35:58,120
P1,40,01/09/2021 11:05:21,120
P1,56,01/09/2021 11:35:27,120
P1,66,01/09/2021 12:05:49,120
P1,70,01/09/2021 12:36:02,120
P1,67,01/09/2021 13:06:57,120
P1,72,01/09/2021 13:36:14,120
P1,70,01/09/2021 14:05:39,120
P1,67,01/09/2021 14:36:09,120
P1,58,01/09/2021 15:06:57,120
P1,65,01/09/2021 15:36:23,120
P1,64,01/09/2021 16:06:01,120
P1,55,01/09/2021 16:35:37,120
P1,42,01/09/2021 17:06:28,120
P1,35,01/09/2021 17:36:48,120
P1,34,01/09/2021 18:05:50,120
P1,31,01/09/2021 18:35:19,120
P1,36,01/09/2021 19:05:11,120
P1,34,01/09/2021 19:34:32,120
P1,46,01/09/2021 20:04:36,120
P1,30,01/09/2021 20:35:02,120
P1,38,01/09/2021 21:05:43,120
P1,38,01/09/2021 21:36:41,120
P1,8,01/09/2021 22:07:39,120
P1,8,01/09/2021 22:36:58,120
P1,7,01/09/2021 23:07:01,120
P1,7,01/09/2021 23:37:45,120
P1,10,01/10/2021 00:06:54,120
P1,7,01/10/2021 00:36:28,120
P1,6,01/10/2021 01:07:25,120
P1,11,01/10/2021 01:37:41,120
P1,11,01/10/2021 02:07:55,120
P1,7,01/10/2021 02:37:55,120
P1,8,01/10/2021 03:08:18,120
P1,6,01/10/2021 03:38:18,120
P1,11,01/10/2021 04:08:21,120
P1,7,01/10/2021 04:38:09,120
P1,11,01/10/2021 05:08:18,120
P1,6,01/10/2021 05:38:58,120
P1,6,01/10/2021 06:08:01,120
P1,11,01/10/2021 06:37:07,120
P1,36,01/10/2021 07:08:03,120
P1,28,01/10/2021 07:38:31,120
P1,23,01/10/2021 08:08:51,120
P1,28,01/10/2021 08:38:16,120
P1,47,01/10/2021 09:07:56,120
P1,62,01/10/2021 09:38:19,120
P1,49,01/10/2021 10:08:39,120
P1,43,01/10/2021 10:38:01,120
P1,59,01/10/2021 11:07:01,120
P1,47,01/10/2021 11:37:59,120
P1,70,01/10/2021 12:08:53,120
P1,67,01/10/2021 12:39:29,120
P1,70,01/10/2021 13:10:21,120
P1,66,01/10/2021 13:40:29,120
P1,68,01/10/2021 14:11:14,120
P1,72,01/10/2021 14:40:40,120
P1,66,01/10/2021 15:10:06,120
P1,58,01/10/2021 15:39:46,120
P1,61,01/10/2021 16:09:25,120
P1,54,01/10/2021 16:40:16,120
P1,31,01/10/2021 17:11:13,120
P1,31,01/10/2021 17:40:49,120
P1,37,01/10/2021 18:10:42,120
P1,30,01/10/2021 18:40:13,120
P1,41,01/10/2021 19:09:14,120
P1,36,01/10/2021 19:38:54,120
P1,32,01/10/2021 20:08:48,120
P1,30,01/10/2021 20:38:26,120
P1,36,01/10/2021 21:09:06,120
P1,43,01/10/2021 21:39:24,120
P1,10,01/10/2021 22:09:36,120
P1,12,01/10/2021 22:39:42,120
P1,12,01/10/2021 23:10:26,120
P1,6,01/10/2021 23:39:41,120
P1,10,01/11/2021 00:08:43,120
P1,7,01/11/2021 00:39:23,120
P1,7,01/11/2021 01:09:39,120
P1,8,01/11/2021 01:40:15,120
P1,8,01/11/2021 02:10:24,120
P1,8,01/11/2021 02:39:57,120
P1,7,01/11/2021 03:10:17,120
P1,10,01/11/2021 03:39:43,120
P1,10,01/11/2021 04:10:13,120
P1,10,01/11/2021 04:40:36,120
P1,12,01/11/2021 05:09:40,120
P1,12,01/11/2021 05:39:58,120
P1,12,01/11/2021 06:10:32,120
P1,11,01/11/2021 06:40:25,120
P1,13,01/11/2021 07:10:13,120
P1,23,01/11/2021 07:40:36,120
P1,25,01/11/2021 08:09:48,120
P1,31,01/11/2021 08:40:09,120
P1,46,01/11/2021 09:09:15,120
P1,64,01/11/2021 09:39:38,120
P1,65,01/11/2021 10:09:56,120
P1,49,01/11/2021 10:40:23,120
P1,41,01/11/2021 11:10:56,120
P1,42,01/11/2021 11:40:32,120
P1,71,01/11/2021 12:09:57,120
P1,66,01/11/2021 12:39:02,120
P1,70,01/11/2021 13:08:06,120
P1,70,01/11/2021 13:37:14,120
P1,68,01/11/2021 14:07:04,120
P1,68,01/11/2021 14:36:46,120
P1,65,01/11/2021 15:07:22,120
P1,59,01/11/2021 15:38:16,120
P1,54,01/11/2021 16:07:55,120
P1,65,01/11/2021 16:37:12,120
P1,36,01/11/2021 17:08:06,120
P1,46,01/11/2021 17:39:02,120
P1,42,01/11/2021 18:08:22,120
P1,38,01/11/2021 18:37:54,120
P1,41,01/11/2021 19:07:22,120
P1,44,01/11/2021 19:36:27,120
P1,47,01/11/2021 20:05:41,120
P1,43,01/11/2021 20:35:55,120
P1,36,01/11/2021 21:06:28,120
P1,44,01/11/2021 21:35:31,120
P1,7,01/11/2021 22:04:44,120
P1,8,01/11/2021 22:34:56,120
P1,6,01/11/2021 23:05:32,120
P1,6,01/11/2021 23:34:43,120
P1,12,01/12/2021 00:05:15,120
P1,12,01/12/2021 00:34:32,120
P1,10,01/12/2021 01:04:31,120
P1,8,01/12/2021 01:34:41,120
P1,11,01/12/2021 02:04:33,120
P1,10,01/12/2021 02:35:11,120
P1,10,01/12/2021 03:05:25,120
P1,11,01/12/2021 03:35:03,120
P1,12,01/12/2021 04:04:29,120
P1,12,01/12/2021 04:35:04,120
P1,7,01/12/2021 05:05:50,120
P1,6,01/12/2021 05:35:41,120
P1,11,01/12/2021 06:06:24,120
P1,6,01/12/2021 06:35:24,120
P1,17,01/12/2021 07:04:37,120
P1,23,01/12/2021 07:35:14,120
P1,32,01/12/2021 08:05:51,120
P1,22,01/12/2021 08:35:49,120
P1,38,01/12/2021 09:05:10,120
P1,58,01/12/2021 09:35:13,120
P1,60,01/12/2021 10:05:13,120
P1,61,01/12/2021 10:36:04,120
P1,37,01/12/2021 11:06:59,120
P1,50,01/12/2021 11:36:44,120
P1,67,01/12/2021 12:06:51,120
P1,67,01/12/2021 12:36:44,120
P1,66,01/12/2021 13:07:31,120
P1,66,01/12/2021 13:38:28,120
P1,71,01/12/2021 14:07:45,120
P1,71,01/12/2021 14:37:04,120
P1,60,01/12/2021 15:06:44,120
P1,55,01/12/2021 15:35:53,120
P1,56,01/12/2021 16:06:49,120
P1,59,01/12/2021 16:36:28,120
P1,36,01/12/2021 17:07:00,120
P1,34,01/12/2021 17:37:57,120
P1,46,01/12/2021 18:08:01,120
P1,47,01/12/2021 18:37:07,120
P1,42,01/12/2021 19:07:07,120
P1,31,01/12/2021 19:38:06,120
P1,40,01/12/2021 20:07:46,120
P1,37,01/12/2021 20:38:12,120
P1,40,01/12/2021 21:09:06,120
P1,41,01/12/2021 21:39:56,120
P1,10,01/12/2021 22:09:53,120
P1,12,01/12/2021 22:40:50,120
P1,8,01/12/2021 23:10:51,120
P1,12,01/12/2021 23:40:54,120
P1,10,01/13/2021 00:11:52,120
P1,7,01/13/2021 00:42:27,120
P1,6,01/13/2021 01:13:16,120
P1,12,01/13/2021 01:42:33,120
P1,6,01/13/2021 02:11:46,120
P1,11,01/13/2021 02:40:46,120
P1,10,01/13/2021 03:11:39,120
P1,7,01/13/2021 03:42:08,120
P1,11,01/13/2021 04:11:58,120
P1,12,01/13/2021 04:42:50,120
P1,6,01/13/2021 05:12:07,120
P1,7,01/13/2021 05:41:44,120
P1,10,01/13/2021 06:12:26,120
P1,12,01/13/2021 06:42:14,120
P1,18,01/13/2021 07:11:47,120
P1,35,01/13/2021 07:41:20,120
P1,30,01/13/2021 08:11:22,120
P1,24,01/13/2021 08:41:46,120
P1,46,01/13/2021 09:11:22,120
P1,55,01/13/2021 09:42:06,120
P1,48,01/13/2021 10:12:31,120
P1,54,01/13/2021 10:42:16,120
P1,58,01/13/2021 11:12:52,120
P1,47,01/13/2021 11:42:00,120
P1,66,01/13/2021 12:11:16,120
P1,67,01/13/2021 12:41:23,120
P1,67,01/13/2021 13:11:43,120
P1,67,01/13/2021 13:41:34,120
P1,68,01/13/2021 14:11:55,120
P1,72,01/13/2021 14:41:32,120
P1,66,01/13/2021 15:10:53,120
P1,56,01/13/2021 15:40:29,120
P1,60,01/13/2021 16:09:36,120
P1,58,01/13/2021 16:39:02,120
P1,43,01/13/2021 17:08:03,120
P1,43,01/13/2021 17:37:59,120
P1,34,01/13/2021 18:07:43,120
P1,42,01/13/2021 18:37:44,120
P1,43,01/13/2021 19:07:11,120
P1,47,01/13/2021 19:36:55,120
P1,34,01/13/2021 20:06:20,120
P1,31,01/13/2021 20:37:09,120
P1,47,01/13/2021 21:07:22,120
P1,42,01/13/2021 21:37:02,120
P1,10,01/13/2021 22:06:45,120
P1,11,01/13/2021 22:35:53,120
P1,6,01/13/2021 23:06:26,120
P1,10,01/13/2021 23:35:28,120
P1,8,01/14/2021 00:06:18,120
P1,7,01/14/2021 00:36:44,120
P1,7,01/14/2021 01:06:12,120
P1,7,01/14/2021 01:36:17,120
P1,8,01/14/2021 02:05:55,120
P1,6,01/14/2021 02:36:52,120
P1,10,01/14/2021 03:06:26,120
P1,11,01/14/2021 03:36:17,120
P1,12,01/14/2021 04:05:46,120
P1,6,01/14/2021 04:36:15,120
P1,6,01/14/2021 05:06:35,120
P1,8,01/14/2021 05:35:48,120
P1,11,01/14/2021 06:04:50,120
P1,12,01/14/2021 06:34:59,120
P1,34,01/14/2021 07:04:16,120
P1,22,01/14/2021 07:34:09,120
P1,36,01/14/2021 08:04:41,120
P1,12,01/14/2021 08:34:04,120
P1,56,01/14/2021 09:04:04,120
P1,52,01/14/2021 09:34:14,120
P1,41,01/14/2021 10:03:54,120
P1,66,01/14/2021 10:34:41,120
P1,55,01/14/2021 11:04:19,120
P1,44,01/14/2021 11:34:59,120
P1,70,01/14/2021 12:05:56,120
P1,72,01/14/2021 12:35:45,120
P1,72,01/14/2021 13:05:42,120
P1,68,01/14/2021 13:36:36,120
P1,67,01/14/2021 14:07:03,120
P1,68,01/14/2021 14:36:36,120
P1,55,01/14/2021 15:05:54,120
P1,58,01/14/2021 15:36:18,120
P1,55,01/14/2021 16:06:13,120
P1,65,01/14/2021 16:36:18,120
P1,48,01/14/2021 17:06:17,120
P1,35,01/14/2021 17:35:26,120
P1,37,01/14/2021 18:06:25,120
P1,42,01/14/2021 18:36:18,120
P1,35,01/14/2021 19:06:54,120
P1,41,01/14/2021 19:36:09,120
P1,35,01/14/2021 20:06:42,120
P1,40,01/14/2021 20:36:55,120
P1,37,01/14/2021 21:06:58,120
P1,37,01/14/2021 21:37:25,120
P1,10,01/14/2021 22:07:49,120
P1,12,01/14/2021 22:37:24,120
P1,8,01/14/2021 23:08:16,120
P1,7,01/14/2021 23:38:23,120
P1,10,01/15/2021 00:09:16,120
P1,11,01/15/2021 00:39:51,120
P1,6,01/15/2021 01:09:50,120
P1,12,01/15/2021 01:40:43,120
P1,6,01/15/2021 02:10:08,120
P1,6,01/15/2021 02:39:16,120
P1,7,01/15/2021 03:09:10,120
P1,6,01/15/2021 03:39:04,120
P1,11,01/15/2021 04:08:53,120
P1,11,01/15/2021 04:39:06,120
P1,8,01/15/2021 05:09:58,120
P1,7,01/15/2021 05:40:03,120
P1,8,01/15/2021 06:09:26,120
P1,6,01/15/2021 06:39:04,120
P1,35,01/15/2021 07:09:40,120
P1,35,01/15/2021 07:39:40,120
P1,19,01/15/2021 08:10:35,120
P1,36,01/15/2021 08:39:53,120
P1,37,01/15/2021 09:09:47,120
P1,37,01/15/2021 09:39:02,120
P1,56,01/15/2021 10:09:51,120
P1,59,01/15/2021 10:40:35,120
P1,66,01/15/2021 11:11:32,120
P1,61,01/15/2021 11:41:50,120
P1,67,01/15/2021 12:12:41,120
P1,67,01/15/2021 12:43:07,120
