parking_yard_id,capacity,occcupancy,last_update
BHMBCCMKT01,577,121,10/17/2016 15:31
BHMBCCMKT01,577,115,10/17/2016 15:57
BHMBCCMKT01,577,110,10/17/2016 16:28
BHMBCCMKT01,577,57,10/18/2016 8:01
BHMBCCMKT01,577,60,10/18/2016 8:28
BHMBCCMKT01,577,72,10/18/2016 9:01
BHMBCCMKT01,577,91,10/18/2016 9:28
BHMBCCMKT01,577,145,10/18/2016 10:01
BHMBCCMKT01,577,178,10/18/2016 10:28
BHMBCCMKT01,577,220,10/18/2016 11:01
BHMBCCMKT01,577,228,10/18/2016 11:27
BHMBCCMKT01,577,231,10/18/2016 12:01
BHMBCCMKT01,577,224,10/18/2016 12:27
BHMBCCMKT01,577,237,10/18/2016 13:01
BHMBCCMKT01,577,227,10/18/2016 13:28
BHMBCCMKT01,577,226,10/18/2016 13:54
BHMBCCMKT01,577,200,10/18/2016 14:27
BHMBCCMKT01,577,165,10/18/2016 15:01
BHMBCCMKT01,577,157,10/18/2016 15:27
BHMBCCMKT01,577,149,10/18/2016 15:55
BHMBCCMKT01,577,124,10/18/2016 16:27
BHMBCCMKT01,577,49,10/19/2016 8:05
BHMBCCMKT01,577,51,10/19/2016 8:25
BHMBCCMKT01,577,59,10/19/2016 8:58
BHMBCCMKT01,577,76,10/19/2016 9:32
BHMBCCMKT01,577,105,10/19/2016 9:58
BHMBCCMKT01,577,135,10/19/2016 10:25
BHMBCCMKT01,577,156,10/19/2016 10:59
BHMBCCMKT01,577,177,10/19/2016 11:25
BHMBCCMKT01,577,181,10/19/2016 11:59
BHMBCCMKT01,577,171,10/19/2016 12:25
BHMBCCMKT01,577,165,10/19/2016 12:58
BHMBCCMKT01,577,167,10/19/2016 13:25
BHMBCCMKT01,577,161,10/19/2016 13:58
BHMBCCMKT01,577,156,10/19/2016 14:32
BHMBCCMKT01,577,144,10/19/2016 14:58
BHMBCCMKT01,577,127,10/19/2016 15:32
BHMBCCMKT01,577,117,10/19/2016 15:59
BHMBCCMKT01,577,110,10/19/2016 16:25
BHMBCCMKT01,577,57,10/22/2016 7:59
BHMBCCMKT01,577,59,10/22/2016 8:26
BHMBCCMKT01,577,72,10/22/2016 8:59
BHMBCCMKT01,577,93,10/22/2016 9:26
BHMBCCMKT01,577,130,10/22/2016 9:59
BHMBCCMKT01,577,156,10/22/2016 10:26
BHMBCCMKT01,577,198,10/22/2016 10:59
BHMBCCMKT01,577,239,10/22/2016 11:32
BHMBCCMKT01,577,261,10/22/2016 11:59
BHMBCCMKT01,577,324,10/22/2016 12:32
BHMBCCMKT01,577,359,10/22/2016 12:59
BHMBCCMKT01,577,380,10/22/2016 13:32
BHMBCCMKT01,577,408,10/22/2016 13:59
BHMBCCMKT01,577,430,10/22/2016 14:39
BHMBCCMKT01,577,424,10/22/2016 14:59
BHMBCCMKT01,577,403,10/22/2016 15:26
BHMBCCMKT01,577,384,10/22/2016 15:59
BHMBCCMKT01,577,340,10/22/2016 16:26
BHMBCCMKT01,577,47,10/23/2016 7:59
BHMBCCMKT01,577,48,10/23/2016 8:26
BHMBCCMKT01,577,51,10/23/2016 8:59
BHMBCCMKT01,577,50,10/23/2016 9:26
BHMBCCMKT01,577,54,10/23/2016 9:59
BHMBCCMKT01,577,60,10/23/2016 10:26
BHMBCCMKT01,577,80,10/23/2016 10:59
BHMBCCMKT01,577,107,10/23/2016 11:26
BHMBCCMKT01,577,125,10/23/2016 11:59
BHMBCCMKT01,577,144,10/23/2016 12:26
BHMBCCMKT01,577,175,10/23/2016 13:06
BHMBCCMKT01,577,192,10/23/2016 13:26
BHMBCCMKT01,577,215,10/23/2016 13:59
BHMBCCMKT01,577,226,10/23/2016 14:26
BHMBCCMKT01,577,219,10/23/2016 14:59
BHMBCCMKT01,577,215,10/23/2016 15:26
BHMBCCMKT01,577,179,10/23/2016 15:59
BHMBCCMKT01,577,150,10/23/2016 16:26
BHMBCCMKT01,577,47,10/24/2016 7:56
BHMBCCMKT01,577,55,10/24/2016 8:29
BHMBCCMKT01,577,62,10/24/2016 9:03
BHMBCCMKT01,577,73,10/24/2016 9:30
BHMBCCMKT01,577,87,10/24/2016 9:55
BHMBCCMKT01,577,114,10/24/2016 10:30
BHMBCCMKT01,577,137,10/24/2016 11:03
BHMBCCMKT01,577,155,10/24/2016 11:29
BHMBCCMKT01,577,173,10/24/2016 12:02
BHMBCCMKT01,577,191,10/24/2016 12:30
BHMBCCMKT01,577,198,10/24/2016 12:56
BHMBCCMKT01,577,208,10/24/2016 13:30
BHMBCCMKT01,577,219,10/24/2016 13:56
BHMBCCMKT01,577,215,10/24/2016 14:30
BHMBCCMKT01,577,209,10/24/2016 14:56
BHMBCCMKT01,577,209,10/24/2016 15:32
BHMBCCMKT01,577,192,10/24/2016 16:00
BHMBCCMKT01,577,175,10/24/2016 16:33
BHMBCCMKT01,577,54,10/25/2016 8:00
BHMBCCMKT01,577,55,10/25/2016 8:26
BHMBCCMKT01,577,82,10/25/2016 9:00
BHMBCCMKT01,577,95,10/25/2016 9:19
BHMBCCMKT01,577,129,10/25/2016 9:56
BHMBCCMKT01,577,173,10/25/2016 10:29
BHMBCCMKT01,577,202,10/25/2016 10:56
BHMBCCMKT01,577,249,10/25/2016 11:29
BHMBCCMKT01,577,290,10/25/2016 12:02
BHMBCCMKT01,577,303,10/25/2016 12:29
BHMBCCMKT01,577,331,10/25/2016 13:03
BHMBCCMKT01,577,345,10/25/2016 13:29
BHMBCCMKT01,577,363,10/25/2016 13:56
BHMBCCMKT01,577,365,10/25/2016 14:29
BHMBCCMKT01,577,340,10/25/2016 15:02
BHMBCCMKT01,577,302,10/25/2016 15:29
BHMBCCMKT01,577,273,10/25/2016 15:56
BHMBCCMKT01,577,226,10/25/2016 16:29
BHMBCCMKT01,577,56,10/26/2016 7:59
BHMBCCMKT01,577,63,10/26/2016 8:32
BHMBCCMKT01,577,70,10/26/2016 8:59
BHMBCCMKT01,577,87,10/26/2016 9:26
BHMBCCMKT01,577,108,10/26/2016 9:59
BHMBCCMKT01,577,125,10/26/2016 10:26
BHMBCCMKT01,577,159,10/26/2016 10:59
BHMBCCMKT01,577,182,10/26/2016 11:26
BHMBCCMKT01,577,198,10/26/2016 11:59
BHMBCCMKT01,577,205,10/26/2016 12:26
BHMBCCMKT01,577,231,10/26/2016 12:59
BHMBCCMKT01,577,244,10/26/2016 13:26
BHMBCCMKT01,577,260,10/26/2016 13:59
BHMBCCMKT01,577,267,10/26/2016 14:26
BHMBCCMKT01,577,252,10/26/2016 14:59
BHMBCCMKT01,577,238,10/26/2016 15:26
BHMBCCMKT01,577,212,10/26/2016 15:59
BHMBCCMKT01,577,180,10/26/2016 16:32
BHMBCCMKT01,577,54,10/27/2016 7:59
BHMBCCMKT01,577,60,10/27/2016 8:32
BHMBCCMKT01,577,69,10/27/2016 8:59
BHMBCCMKT01,577,90,10/27/2016 9:32
BHMBCCMKT01,577,102,10/27/2016 9:59
BHMBCCMKT01,577,117,10/27/2016 10:25
BHMBCCMKT01,577,160,10/27/2016 10:59
BHMBCCMKT01,577,189,10/27/2016 11:32
BHMBCCMKT01,577,207,10/27/2016 11:59
BHMBCCMKT01,577,222,10/27/2016 12:26
BHMBCCMKT01,577,247,10/27/2016 12:59
BHMBCCMKT01,577,271,10/27/2016 13:32
BHMBCCMKT01,577,279,10/27/2016 13:59
BHMBCCMKT01,577,280,10/27/2016 14:26
BHMBCCMKT01,577,266,10/27/2016 14:59
BHMBCCMKT01,577,263,10/27/2016 15:26
BHMBCCMKT01,577,241,10/27/2016 15:59
BHMBCCMKT01,577,225,10/27/2016 16:26
BHMBCCMKT01,577,57,10/28/2016 8:16
BHMBCCMKT01,577,57,10/28/2016 8:16
BHMBCCMKT01,577,69,10/28/2016 8:56
BHMBCCMKT01,577,99,10/28/2016 9:29
BHMBCCMKT01,577,135,10/28/2016 10:02
BHMBCCMKT01,577,171,10/28/2016 10:29
BHMBCCMKT01,577,196,10/28/2016 10:56
BHMBCCMKT01,577,230,10/28/2016 11:29
BHMBCCMKT01,577,262,10/28/2016 12:02
BHMBCCMKT01,577,269,10/28/2016 12:29
BHMBCCMKT01,577,266,10/28/2016 13:02
BHMBCCMKT01,577,275,10/28/2016 13:29
BHMBCCMKT01,577,296,10/28/2016 14:02
BHMBCCMKT01,577,290,10/28/2016 14:29
BHMBCCMKT01,577,282,10/28/2016 15:02
BHMBCCMKT01,577,269,10/28/2016 15:29
BHMBCCMKT01,577,256,10/28/2016 16:02
BHMBCCMKT01,577,220,10/28/2016 16:29
BHMBCCMKT01,577,51,10/29/2016 7:59
BHMBCCMKT01,577,56,10/29/2016 8:26
BHMBCCMKT01,577,66,10/29/2016 8:59
BHMBCCMKT01,577,91,10/29/2016 9:26
BHMBCCMKT01,577,124,10/29/2016 9:59
BHMBCCMKT01,577,164,10/29/2016 10:26
BHMBCCMKT01,577,213,10/29/2016 10:59
BHMBCCMKT01,577,267,10/29/2016 11:25
BHMBCCMKT01,577,314,10/29/2016 12:06
BHMBCCMKT01,577,339,10/29/2016 12:26
BHMBCCMKT01,577,338,10/29/2016 12:59
BHMBCCMKT01,577,368,10/29/2016 13:26
BHMBCCMKT01,577,366,10/29/2016 13:59
BHMBCCMKT01,577,374,10/29/2016 14:26
BHMBCCMKT01,577,414,10/29/2016 14:59
BHMBCCMKT01,577,417,10/29/2016 15:26
BHMBCCMKT01,577,417,10/29/2016 15:59
BHMBCCMKT01,577,369,10/29/2016 16:26
BHMBCCMKT01,577,43,10/30/2016 7:59
BHMBCCMKT01,577,43,10/30/2016 7:59
BHMBCCMKT01,577,43,10/30/2016 7:59
BHMBCCMKT01,577,44,10/30/2016 8:25
BHMBCCMKT01,577,45,10/30/2016 8:59
BHMBCCMKT01,577,44,10/30/2016 9:25
BHMBCCMKT01,577,47,10/30/2016 9:59
BHMBCCMKT01,577,61,10/30/2016 10:25
BHMBCCMKT01,577,84,10/30/2016 10:59
BHMBCCMKT01,577,107,10/30/2016 11:25
BHMBCCMKT01,577,122,10/30/2016 11:59
BHMBCCMKT01,577,142,10/30/2016 12:26
BHMBCCMKT01,577,169,10/30/2016 13:06
BHMBCCMKT01,577,177,10/30/2016 13:25
BHMBCCMKT01,577,182,10/30/2016 13:59
BHMBCCMKT01,577,183,10/30/2016 14:32
BHMBCCMKT01,577,157,10/30/2016 15:00
BHMBCCMKT01,577,147,10/30/2016 15:32
BHMBCCMKT01,577,49,10/31/2016 8:00
BHMBCCMKT01,577,58,10/31/2016 8:26
BHMBCCMKT01,577,67,10/31/2016 9:00
BHMBCCMKT01,577,92,10/31/2016 9:26
BHMBCCMKT01,577,111,10/31/2016 10:00
BHMBCCMKT01,577,129,10/31/2016 10:26
BHMBCCMKT01,577,166,10/31/2016 11:00
BHMBCCMKT01,577,178,10/31/2016 11:26
BHMBCCMKT01,577,198,10/31/2016 12:00
BHMBCCMKT01,577,199,10/31/2016 12:26
BHMBCCMKT01,577,198,10/31/2016 13:00
BHMBCCMKT01,577,201,10/31/2016 13:26
BHMBCCMKT01,577,189,10/31/2016 13:59
BHMBCCMKT01,577,185,10/31/2016 14:26
BHMBCCMKT01,577,160,10/31/2016 15:00
BHMBCCMKT01,577,141,10/31/2016 15:27
BHMBCCMKT01,577,130,10/31/2016 16:00
BHMBCCMKT01,577,121,10/31/2016 16:26
BHMBCCMKT01,577,50,11/1/2016 8:06
BHMBCCMKT01,577,54,11/1/2016 8:26
BHMBCCMKT01,577,69,11/1/2016 9:00
BHMBCCMKT01,577,91,11/1/2016 9:26
BHMBCCMKT01,577,135,11/1/2016 10:00
BHMBCCMKT01,577,163,11/1/2016 10:26
BHMBCCMKT01,577,185,11/1/2016 11:00
BHMBCCMKT01,577,207,11/1/2016 11:26
BHMBCCMKT01,577,239,11/1/2016 12:00
BHMBCCMKT01,577,244,11/1/2016 12:26
BHMBCCMKT01,577,243,11/1/2016 13:00
BHMBCCMKT01,577,241,11/1/2016 13:26
BHMBCCMKT01,577,229,11/1/2016 14:00
BHMBCCMKT01,577,199,11/1/2016 14:26
BHMBCCMKT01,577,180,11/1/2016 15:00
BHMBCCMKT01,577,167,11/1/2016 15:27
BHMBCCMKT01,577,153,11/1/2016 16:00
BHMBCCMKT01,577,133,11/1/2016 16:33
BHMBCCMKT01,577,50,11/2/2016 7:56
BHMBCCMKT01,577,52,11/2/2016 8:30
BHMBCCMKT01,577,57,11/2/2016 8:56
BHMBCCMKT01,577,81,11/2/2016 9:30
BHMBCCMKT01,577,97,11/2/2016 9:56
BHMBCCMKT01,577,125,11/2/2016 10:29
BHMBCCMKT01,577,144,11/2/2016 10:56
BHMBCCMKT01,577,167,11/2/2016 11:30
BHMBCCMKT01,577,169,11/2/2016 11:56
BHMBCCMKT01,577,184,11/2/2016 12:30
BHMBCCMKT01,577,192,11/2/2016 13:03
BHMBCCMKT01,577,188,11/2/2016 13:30
BHMBCCMKT01,577,188,11/2/2016 14:03
BHMBCCMKT01,577,171,11/2/2016 14:30
BHMBCCMKT01,577,153,11/2/2016 14:56
BHMBCCMKT01,577,130,11/2/2016 15:29
BHMBCCMKT01,577,125,11/2/2016 16:03
BHMBCCMKT01,577,115,11/2/2016 16:30
BHMBCCMKT01,577,51,11/3/2016 8:00
BHMBCCMKT01,577,56,11/3/2016 8:26
BHMBCCMKT01,577,60,11/3/2016 9:00
BHMBCCMKT01,577,80,11/3/2016 9:26
BHMBCCMKT01,577,119,11/3/2016 10:00
BHMBCCMKT01,577,138,11/3/2016 10:26
BHMBCCMKT01,577,185,11/3/2016 11:00
BHMBCCMKT01,577,195,11/3/2016 11:26
BHMBCCMKT01,577,195,11/3/2016 12:00
BHMBCCMKT01,577,191,11/3/2016 12:26
BHMBCCMKT01,577,196,11/3/2016 12:59
BHMBCCMKT01,577,191,11/3/2016 13:26
BHMBCCMKT01,577,187,11/3/2016 13:59
BHMBCCMKT01,577,177,11/3/2016 14:26
BHMBCCMKT01,577,154,11/3/2016 15:00
BHMBCCMKT01,577,142,11/3/2016 15:26
BHMBCCMKT01,577,120,11/3/2016 16:03
BHMBCCMKT01,577,108,11/3/2016 16:30
BHMBCCMKT01,577,48,11/4/2016 8:00
BHMBCCMKT01,577,56,11/4/2016 8:26
BHMBCCMKT01,577,71,11/4/2016 8:59
BHMBCCMKT01,577,97,11/4/2016 9:33
BHMBCCMKT01,577,115,11/4/2016 10:00
BHMBCCMKT01,577,135,11/4/2016 10:26
BHMBCCMKT01,577,154,11/4/2016 11:00
BHMBCCMKT01,577,179,11/4/2016 11:33
BHMBCCMKT01,577,183,11/4/2016 12:00
BHMBCCMKT01,577,182,11/4/2016 12:33
BHMBCCMKT01,577,171,11/4/2016 13:00
BHMBCCMKT01,577,173,11/4/2016 13:26
BHMBCCMKT01,577,179,11/4/2016 13:59
BHMBCCMKT01,577,167,11/4/2016 14:26
