parking_yard_id,occcupancy,last_update,capacity
P1,0,01/02/2021 15:58:09,120
P1,76,01/02/2021 16:28:10,120
P1,116,01/02/2021 16:58:04,120
P1,100,01/02/2021 17:27:45,120
P1,99,01/02/2021 17:57:27,120
P1,58,01/02/2021 18:27:38,120
P1,108,01/02/2021 18:56:59,120
P1,44,01/02/2021 19:27:51,120
P1,99,01/02/2021 19:57:11,120
P1,71,01/02/2021 20:27:54,120
P1,10,01/02/2021 20:57:46,120
P1,30,01/02/2021 21:27:54,120
P1,24,01/02/2021 21:57:17,120
P1,28,01/02/2021 22:26:27,120
P1,49,01/02/2021 22:56:48,120
P1,110,01/02/2021 23:26:34,120
P1,96,01/02/2021 23:55:36,120
P1,105,01/03/2021 00:26:25,120
P1,54,01/03/2021 00:55:46,120
P1,110,01/03/2021 01:25:26,120
P1,118,01/03/2021 01:54:31,120
P1,114,01/03/2021 02:23:41,120
P1,5,01/03/2021 02:53:37,120
P1,34,01/03/2021 03:24:02,120
P1,5,01/03/2021 03:54:54,120
P1,105,01/03/2021 04:25:23,120
P1,106,01/03/2021 04:55:38,120
P1,108,01/03/2021 05:25:53,120
P1,77,01/03/2021 05:56:14,120
P1,103,01/03/2021 06:26:46,120
P1,54,01/03/2021 06:56:11,120
P1,15,01/03/2021 07:26:49,120
P1,16,01/03/2021 07:56:23,120
P1,67,01/03/2021 08:26:32,120
P1,28,01/03/2021 08:56:47,120
P1,25,01/03/2021 09:27:29,120
P1,17,01/03/2021 09:57:51,120
P1,107,01/03/2021 10:27:36,120
P1,48,01/03/2021 10:57:39,120
P1,36,01/03/2021 11:26:51,120
P1,39,01/03/2021 11:56:10,120
P1,9,01/03/2021 12:25:11,120
P1,80,01/03/2021 12:54:11,120
P1,84,01/03/2021 13:23:14,120
P1,3,01/03/2021 13:52:36,120
P1,91,01/03/2021 14:23:28,120
P1,16,01/03/2021 14:52:33,120
P1,107,01/03/2021 15:23:02,120
P1,0,01/03/2021 15:52:23,120
P1,50,01/03/2021 16:22:17,120
P1,94,01/03/2021 16:51:35,120
P1,57,01/03/2021 17:20:37,120
P1,81,01/03/2021 17:50:52,120
P1,91,01/03/2021 18:21:24,120
P1,9,01/03/2021 18:52:15,120
P1,81,01/03/2021 19:22:05,120
P1,112,01/03/2021 19:51:13,120
P1,23,01/03/2021 20:21:46,120
P1,38,01/03/2021 20:52:37,120
P1,44,01/03/2021 21:23:05,120
P1,9,01/03/2021 21:53:36,120
P1,6,01/03/2021 22:24:12,120
P1,75,01/03/2021 22:54:53,120
P1,74,01/03/2021 23:24:41,120
P1,67,01/03/2021 23:54:32,120
P1,91,01/04/2021 00:23:35,120
P1,66,01/04/2021 00:53:05,120
P1,62,01/04/2021 01:22:57,120
P1,57,01/04/2021 01:53:53,120
P1,69,01/04/2021 02:23:43,120
P1,4,01/04/2021 02:53:32,120
P1,8,01/04/2021 03:22:50,120
P1,90,01/04/2021 03:52:18,120
P1,9,01/04/2021 04:21:49,120
P1,87,01/04/2021 04:52:35,120
P1,3,01/04/2021 05:22:47,120
P1,38,01/04/2021 05:52:40,120
P1,91,01/04/2021 06:22:11,120
P1,83,01/04/2021 06:52:00,120
P1,53,01/04/2021 07:21:58,120
P1,11,01/04/2021 07:51:10,120
P1,114,01/04/2021 08:21:56,120
P1,68,01/04/2021 08:51:12,120
P1,44,01/04/2021 09:21:45,120
P1,6,01/04/2021 09:51:35,120
P1,84,01/04/2021 10:21:41,120
P1,76,01/04/2021 10:52:06,120
P1,119,01/04/2021 11:21:11,120
P1,76,01/04/2021 11:51:31,120
P1,46,01/04/2021 12:20:48,120
P1,97,01/04/2021 12:50:17,120
P1,77,01/04/2021 13:19:42,120
P1,17,01/04/2021 13:49:42,120
P1,120,01/04/2021 14:19:12,120
P1,72,01/04/2021 14:48:32,120
P1,64,01/04/2021 15:18:38,120
P1,73,01/04/2021 15:48:43,120
P1,116,01/04/2021 16:18:19,120
P1,17,01/04/2021 16:47:59,120
P1,59,01/04/2021 17:18:34,120
P1,43,01/04/2021 17:47:56,120
P1,72,01/04/2021 18:18:29,120
P1,55,01/04/2021 18:49:01,120
P1,96,01/04/2021 19:18:46,120
P1,104,01/04/2021 19:48:45,120
P1,32,01/04/2021 20:18:58,120
P1,44,01/04/2021 20:49:43,120
P1,69,01/04/2021 21:19:43,120
P1,86,01/04/2021 21:49:24,120
P1,52,01/04/2021 22:18:48,120
P1,45,01/04/2021 22:48:39,120
P1,67,01/04/2021 23:18:27,120
P1,34,01/04/2021 23:48:17,120
P1,90,01/05/2021 00:18:11,120
P1,5,01/05/2021 00:48:53,120
P1,98,01/05/2021 01:19:45,120
P1,91,01/05/2021 01:48:50,120
P1,118,01/05/2021 02:17:50,120
P1,84,01/05/2021 02:48:10,120
P1,34,01/05/2021 03:18:56,120
P1,101,01/05/2021 03:48:36,120
P1,58,01/05/2021 04:19:31,120
P1,105,01/05/2021 04:48:51,120
P1,7,01/05/2021 05:19:43,120
P1,87,01/05/2021 05:49:35,120
P1,103,01/05/2021 06:18:35,120
P1,101,01/05/2021 06:49:24,120
P1,79,01/05/2021 07:19:52,120
P1,105,01/05/2021 07:50:14,120
P1,35,01/05/2021 08:19:46,120
P1,118,01/05/2021 08:50:43,120
P1,104,01/05/2021 09:19:43,120
P1,68,01/05/2021 09:49:07,120
P1,0,01/05/2021 10:18:55,120
P1,16,01/05/2021 10:49:00,120
P1,79,01/05/2021 11:19:08,120
P1,68,01/05/2021 11:49:32,120
P1,54,01/05/2021 12:19:00,120
P1,64,01/05/2021 12:49:25,120
P1,100,01/05/2021 13:20:15,120
P1,98,01/05/2021 13:50:58,120
P1,104,01/05/2021 14:20:13,120
P1,29,01/05/2021 14:50:02,120
P1,26,01/05/2021 15:20:33,120
P1,20,01/05/2021 15:50:16,120
P1,29,01/05/2021 16:20:33,120
P1,58,01/05/2021 16:49:47,120
P1,104,01/05/2021 17:20:15,120
P1,21,01/05/2021 17:49:24,120
P1,89,01/05/2021 18:18:30,120
P1,3,01/05/2021 18:47:40,120
P1,30,01/05/2021 19:18:23,120
P1,104,01/05/2021 19:47:45,120
P1,119,01/05/2021 20:18:23,120
P1,41,01/05/2021 20:48:50,120
P1,112,01/05/2021 21:18:25,120
P1,69,01/05/2021 21:47:45,120
P1,90,01/05/2021 22:17:27,120
P1,117,01/05/2021 22:46:27,120
P1,80,01/05/2021 23:17:05,120
P1,5,01/05/2021 23:47:46,120
P1,58,01/06/2021 00:17:37,120
P1,52,01/06/2021 00:47:50,120
P1,5,01/06/2021 01:17:10,120
P1,17,01/06/2021 01:46:59,120
P1,63,01/06/2021 02:16:31,120
P1,75,01/06/2021 02:47:08,120
P1,98,01/06/2021 03:18:01,120
P1,35,01/06/2021 03:47:41,120
P1,54,01/06/2021 04:18:23,120
P1,102,01/06/2021 04:48:38,120
P1,3,01/06/2021 05:18:32,120
P1,3,01/06/2021 05:48:30,120
P1,96,01/06/2021 06:17:38,120
P1,55,01/06/2021 06:48:07,120
P1,52,01/06/2021 07:18:52,120
P1,113,01/06/2021 07:49:03,120
P1,49,01/06/2021 08:19:20,120
P1,114,01/06/2021 08:49:17,120
P1,15,01/06/2021 09:19:26,120
P1,53,01/06/2021 09:50:06,120
P1,57,01/06/2021 10:19:41,120
P1,50,01/06/2021 10:49:40,120
P1,111,01/06/2021 11:19:21,120
P1,69,01/06/2021 11:49:48,120
P1,107,01/06/2021 12:19:52,120
P1,119,01/06/2021 12:49:30,120
P1,118,01/06/2021 13:20:29,120
P1,92,01/06/2021 13:49:35,120
P1,27,01/06/2021 14:18:42,120
P1,110,01/06/2021 14:48:31,120
P1,97,01/06/2021 15:17:47,120
P1,12,01/06/2021 15:48:09,120
P1,43,01/06/2021 16:17:31,120
P1,11,01/06/2021 16:47:52,120
P1,84,01/06/2021 17:18:28,120
P1,62,01/06/2021 17:48:37,120
P1,4,01/06/2021 18:19:09,120
P1,59,01/06/2021 18:49:24,120
P1,115,01/06/2021 19:18:36,120
P1,95,01/06/2021 19:48:40,120
P1,109,01/06/2021 20:18:00,120
P1,115,01/06/2021 20:48:12,120
P1,53,01/06/2021 21:18:16,120
P1,50,01/06/2021 21:47:32,120
P1,59,01/06/2021 22:17:23,120
P1,78,01/06/2021 22:46:29,120
P1,42,01/06/2021 23:17:16,120
P1,94,01/06/2021 23:48:14,120
P1,38,01/07/2021 00:18:31,120
P1,95,01/07/2021 00:48:18,120
P1,57,01/07/2021 01:18:55,120
P1,71,01/07/2021 01:48:22,120
P1,43,01/07/2021 02:17:24,120
P1,32,01/07/2021 02:46:40,120
P1,3,01/07/2021 03:17:21,120
P1,104,01/07/2021 03:47:25,120
P1,53,01/07/2021 04:16:46,120
P1,82,01/07/2021 04:47:36,120
P1,67,01/07/2021 05:17:38,120
P1,8,01/07/2021 05:47:32,120
P1,66,01/07/2021 06:17:57,120
P1,37,01/07/2021 06:47:14,120
P1,27,01/07/2021 07:16:49,120
P1,71,01/07/2021 07:46:53,120
P1,120,01/07/2021 08:16:10,120
P1,41,01/07/2021 08:46:45,120
P1,8,01/07/2021 09:17:17,120
P1,106,01/07/2021 09:46:48,120
P1,4,01/07/2021 10:16:26,120
P1,50,01/07/2021 10:46:08,120
P1,57,01/07/2021 11:16:22,120
P1,27,01/07/2021 11:46:47,120
P1,75,01/07/2021 12:17:42,120
P1,33,01/07/2021 12:46:42,120
P1,24,01/07/2021 13:16:07,120
P1,78,01/07/2021 13:46:40,120
P1,32,01/07/2021 14:17:00,120
P1,15,01/07/2021 14:47:47,120
P1,24,01/07/2021 15:17:32,120
P1,66,01/07/2021 15:47:06,120
P1,85,01/07/2021 16:18:03,120
P1,75,01/07/2021 16:48:43,120
P1,62,01/07/2021 17:17:50,120
P1,79,01/07/2021 17:47:37,120
P1,27,01/07/2021 18:17:23,120
P1,3,01/07/2021 18:46:31,120
P1,48,01/07/2021 19:15:43,120
P1,51,01/07/2021 19:44:59,120
P1,88,01/07/2021 20:15:03,120
P1,39,01/07/2021 20:45:34,120
P1,52,01/07/2021 21:16:10,120
P1,1,01/07/2021 21:45:33,120
P1,108,01/07/2021 22:14:54,120
P1,43,01/07/2021 22:45:12,120
P1,109,01/07/2021 23:15:55,120
P1,105,01/07/2021 23:46:28,120
P1,88,01/08/2021 00:16:12,120
P1,115,01/08/2021 00:45:35,120
P1,80,01/08/2021 01:15:11,120
P1,30,01/08/2021 01:44:31,120
P1,67,01/08/2021 02:13:45,120
P1,78,01/08/2021 02:43:29,120
P1,118,01/08/2021 03:14:27,120
P1,18,01/08/2021 03:44:00,120
P1,100,01/08/2021 04:14:40,120
P1,63,01/08/2021 04:45:18,120
P1,86,01/08/2021 05:15:52,120
P1,68,01/08/2021 05:45:19,120
P1,22,01/08/2021 06:14:53,120
P1,100,01/08/2021 06:44:47,120
P1,29,01/08/2021 07:14:32,120
P1,83,01/08/2021 07:44:21,120
P1,26,01/08/2021 08:14:58,120
P1,29,01/08/2021 08:44:20,120
P1,51,01/08/2021 09:15:16,120
P1,46,01/08/2021 09:44:54,120
P1,23,01/08/2021 10:14:55,120
P1,118,01/08/2021 10:45:00,120
P1,96,01/08/2021 11:15:05,120
P1,48,01/08/2021 11:45:52,120
P1,65,01/08/2021 12:15:30,120
P1,113,01/08/2021 12:44:39,120
P1,18,01/08/2021 13:14:24,120
P1,101,01/08/2021 13:44:57,120
P1,59,01/08/2021 14:14:57,120
P1,14,01/08/2021 14:45:55,120
P1,1,01/08/2021 15:16:32,120
P1,31,01/08/2021 15:46:00,120
P1,78,01/08/2021 16:15:07,120
P1,98,01/08/2021 16:46:02,120
P1,32,01/08/2021 17:16:44,120
P1,72,01/08/2021 17:46:27,120
P1,88,01/08/2021 18:16:08,120
P1,98,01/08/2021 18:45:41,120
P1,47,01/08/2021 19:15:03,120
P1,16,01/08/2021 19:44:40,120
P1,76,01/08/2021 20:14:34,120
P1,42,01/08/2021 20:43:51,120
P1,112,01/08/2021 21:13:10,120
P1,75,01/08/2021 21:42:16,120
P1,116,01/08/2021 22:12:23,120
P1,22,01/08/2021 22:41:35,120
P1,59,01/08/2021 23:12:00,120
P1,33,01/08/2021 23:42:29,120
P1,59,01/09/2021 00:12:47,120
P1,82,01/09/2021 00:42:12,120
P1,114,01/09/2021 01:11:16,120
P1,69,01/09/2021 01:40:24,120
P1,56,01/09/2021 02:11:07,120
P1,35,01/09/2021 02:40:13,120
P1,26,01/09/2021 03:10:54,120
P1,120,01/09/2021 03:40:03,120
P1,46,01/09/2021 04:09:06,120
P1,79,01/09/2021 04:38:09,120
P1,51,01/09/2021 05:09:04,120
P1,82,01/09/2021 05:39:35,120
P1,85,01/09/2021 06:09:18,120
P1,107,01/09/2021 06:39:36,120
P1,1,01/09/2021 07:08:50,120
P1,60,01/09/2021 07:39:15,120
P1,102,01/09/2021 08:08:36,120
P1,75,01/09/2021 08:38:42,120
P1,55,01/09/2021 09:09:24,120
P1,47,01/09/2021 09:39:05,120
P1,111,01/09/2021 10:08:05,120
P1,16,01/09/2021 10:37:39,120
P1,119,01/09/2021 11:07:11,120
P1,115,01/09/2021 11:37:16,120
P1,113,01/09/2021 12:08:08,120
P1,11,01/09/2021 12:37:14,120
P1,15,01/09/2021 13:07:42,120
P1,0,01/09/2021 13:38:25,120
P1,82,01/09/2021 14:08:35,120
P1,92,01/09/2021 14:39:04,120
P1,60,01/09/2021 15:09:29,120
P1,0,01/09/2021 15:40:14,120
P1,21,01/09/2021 16:10:13,120
P1,73,01/09/2021 16:40:36,120
P1,49,01/09/2021 17:10:52,120
P1,42,01/09/2021 17:41:14,120
P1,39,01/09/2021 18:12:11,120
P1,78,01/09/2021 18:43:03,120
P1,62,01/09/2021 19:12:53,120
P1,69,01/09/2021 19:43:33,120
P1,86,01/09/2021 20:14:10,120
P1,40,01/09/2021 20:44:23,120
P1,58,01/09/2021 21:14:45,120
P1,9,01/09/2021 21:44:58,120
P1,85,01/09/2021 22:14:42,120
P1,106,01/09/2021 22:43:56,120
P1,87,01/09/2021 23:14:35,120
P1,72,01/09/2021 23:44:37,120
P1,56,01/10/2021 00:13:52,120
P1,100,01/10/2021 00:42:57,120
P1,67,01/10/2021 01:13:24,120
P1,71,01/10/2021 01:42:35,120
P1,71,01/10/2021 02:12:35,120
P1,98,01/10/2021 02:43:07,120
P1,24,01/10/2021 03:12:20,120
P1,54,01/10/2021 03:42:16,120
P1,73,01/10/2021 04:12:24,120
P1,107,01/10/2021 04:42:36,120
P1,46,01/10/2021 05:13:06,120
P1,71,01/10/2021 05:43:19,120
P1,88,01/10/2021 06:14:06,120
P1,97,01/10/2021 06:44:06,120
P1,65,01/10/2021 07:13:10,120
P1,79,01/10/2021 07:42:11,120
P1,69,01/10/2021 08:11:25,120
P1,38,01/10/2021 08:42:23,120
P1,85,01/10/2021 09:11:46,120
P1,12,01/10/2021 09:41:42,120
P1,104,01/10/2021 10:12:37,120
P1,31,01/10/2021 10:42:25,120
P1,25,01/10/2021 11:12:52,120
P1,48,01/10/2021 11:42:48,120
P1,51,01/10/2021 12:11:48,120
P1,24,01/10/2021 12:42:24,120
P1,106,01/10/2021 13:12:42,120
P1,44,01/10/2021 13:43:22,120
P1,51,01/10/2021 14:14:18,120
P1,73,01/10/2021 14:44:26,120
P1,102,01/10/2021 15:15:06,120
P1,33,01/10/2021 15:44:38,120
P1,100,01/10/2021 16:15:16,120
P1,89,01/10/2021 16:46:11,120
P1,1,01/10/2021 17:17:02,120
P1,16,01/10/2021 17:47:42,120
P1,46,01/10/2021 18:17:10,120
P1,52,01/10/2021 18:47:04,120
P1,83,01/10/2021 19:17:16,120
P1,107,01/10/2021 19:47:30,120
P1,84,01/10/2021 20:16:46,120
P1,55,01/10/2021 20:46:50,120
P1,25,01/10/2021 21:17:12,120
P1,86,01/10/2021 21:47:59,120
P1,114,01/10/2021 22:17:32,120
P1,25,01/10/2021 22:46:54,120
P1,65,01/10/2021 23:15:57,120
P1,117,01/10/2021 23:45:59,120
P1,33,01/11/2021 00:16:07,120
P1,64,01/11/2021 00:46:58,120
P1,43,01/11/2021 01:16:37,120
P1,101,01/11/2021 01:45:55,120
P1,70,01/11/2021 02:15:59,120
P1,105,01/11/2021 02:46:34,120
P1,21,01/11/2021 03:16:19,120
P1,18,01/11/2021 03:45:32,120
P1,59,01/11/2021 04:14:42,120
P1,102,01/11/2021 04:44:42,120
P1,25,01/11/2021 05:14:50,120
P1,80,01/11/2021 05:44:22,120
P1,15,01/11/2021 06:14:48,120
P1,33,01/11/2021 06:45:43,120
P1,118,01/11/2021 07:15:37,120
P1,71,01/11/2021 07:44:52,120
P1,36,01/11/2021 08:15:44,120
P1,32,01/11/2021 08:44:44,120
P1,61,01/11/2021 09:14:44,120
P1,119,01/11/2021 09:45:07,120
P1,67,01/11/2021 10:15:21,120
P1,47,01/11/2021 10:45:03,120
P1,57,01/11/2021 11:15:33,120
P1,72,01/11/2021 11:45:08,120
P1,24,01/11/2021 12:14:25,120
P1,58,01/11/2021 12:43:35,120
P1,59,01/11/2021 13:13:20,120
P1,4,01/11/2021 13:42:22,120
P1,92,01/11/2021 14:12:47,120
P1,114,01/11/2021 14:42:02,120
P1,79,01/11/2021 15:11:19,120
P1,27,01/11/2021 15:42:03,120
P1,85,01/11/2021 16:11:53,120
P1,90,01/11/2021 16:42:36,120
P1,50,01/11/2021 17:13:12,120
P1,2,01/11/2021 17:43:34,120
P1,93,01/11/2021 18:13:00,120
P1,77,01/11/2021 18:43:50,120
P1,64,01/11/2021 19:13:45,120
P1,58,01/11/2021 19:43:21,120
P1,27,01/11/2021 20:14:13,120
P1,97,01/11/2021 20:45:03,120
P1,114,01/11/2021 21:15:14,120
P1,105,01/11/2021 21:45:56,120
P1,85,01/11/2021 22:16:07,120
P1,76,01/11/2021 22:46:07,120
P1,22,01/11/2021 23:15:13,120
P1,4,01/11/2021 23:45:40,120
P1,79,01/12/2021 00:16:13,120
P1,116,01/12/2021 00:45:16,120
P1,110,01/12/2021 01:14:40,120
P1,18,01/12/2021 01:44:43,120
P1,13,01/12/2021 02:15:06,120
P1,56,01/12/2021 02:45:01,120
P1,20,01/12/2021 03:14:12,120
P1,94,01/12/2021 03:43:29,120
P1,28,01/12/2021 04:13:26,120
P1,47,01/12/2021 04:43:38,120
P1,54,01/12/2021 05:13:07,120
P1,58,01/12/2021 05:43:24,120
P1,77,01/12/2021 06:12:43,120
P1,44,01/12/2021 06:43:09,120
P1,119,01/12/2021 07:13:02,120
P1,29,01/12/2021 07:43:58,120
P1,118,01/12/2021 08:13:50,120
P1,45,01/12/2021 08:43:39,120
P1,95,01/12/2021 09:12:53,120
P1,10,01/12/2021 09:42:55,120
P1,16,01/12/2021 10:13:43,120
P1,65,01/12/2021 10:44:20,120
P1,80,01/12/2021 11:13:23,120
P1,82,01/12/2021 11:44:17,120
P1,82,01/12/2021 12:14:58,120
P1,91,01/12/2021 12:44:24,120
P1,42,01/12/2021 13:15:20,120
P1,55,01/12/2021 13:44:43,120
P1,66,01/12/2021 14:15:31,120
P1,22,01/12/2021 14:46:28,120
P1,109,01/12/2021 15:16:55,120
P1,41,01/12/2021 15:47:17,120
P1,15,01/12/2021 16:16:31,120
P1,29,01/12/2021 16:46:04,120
P1,93,01/12/2021 17:16:11,120
P1,89,01/12/2021 17:46:40,120
P1,52,01/12/2021 18:17:15,120
P1,51,01/12/2021 18:46:49,120
P1,30,01/12/2021 19:16:29,120
P1,49,01/12/2021 19:46:35,120
P1,61,01/12/2021 20:17:03,120
P1,54,01/12/2021 20:46:52,120
P1,97,01/12/2021 21:15:59,120
P1,0,01/12/2021 21:45:56,120
P1,104,01/12/2021 22:16:26,120
P1,45,01/12/2021 22:46:09,120
P1,24,01/12/2021 23:16:43,120
P1,100,01/12/2021 23:47:13,120
P1,51,01/13/2021 00:17:02,120
P1,36,01/13/2021 00:47:13,120
P1,113,01/13/2021 01:17:56,120
P1,70,01/13/2021 01:48:01,120
P1,23,01/13/2021 02:17:12,120
P1,19,01/13/2021 02:46:28,120
P1,66,01/13/2021 03:15:43,120
P1,6,01/13/2021 03:45:03,120
P1,52,01/13/2021 04:15:47,120
P1,114,01/13/2021 04:46:38,120
P1,74,01/13/2021 05:17:10,120
P1,3,01/13/2021 05:47:17,120
P1,113,01/13/2021 06:16:58,120
P1,22,01/13/2021 06:46:10,120
P1,108,01/13/2021 07:15:49,120
P1,88,01/13/2021 07:46:22,120
P1,4,01/13/2021 08:16:56,120
P1,34,01/13/2021 08:46:52,120
P1,113,01/13/2021 09:15:55,120
P1,85,01/13/2021 09:45:27,120
P1,72,01/13/2021 10:15:49,120
P1,66,01/13/2021 10:45:02,120
P1,13,01/13/2021 11:15:25,120
P1,68,01/13/2021 11:46:17,120
P1,107,01/13/2021 12:17:00,120
P1,64,01/13/2021 12:46:56,120
P1,68,01/13/2021 13:17:26,120
P1,37,01/13/2021 13:47:38,120
P1,62,01/13/2021 14:17:20,120
P1,55,01/13/2021 14:48:01,120
P1,35,01/13/2021 15:18:08,120
P1,118,01/13/2021 15:47:30,120
P1,93,01/13/2021 16:16:42,120
P1,13,01/13/2021 16:47:09,120
P1,93,01/13/2021 17:16:49,120
P1,46,01/13/2021 17:47:00,120
P1,106,01/13/2021 18:16:15,120
P1,50,01/13/2021 18:46:22,120
P1,39,01/13/2021 19:15:37,120
P1,76,01/13/2021 19:45:34,120
P1,104,01/13/2021 20:16:29,120
P1,40,01/13/2021 20:46:00,120
P1,8,01/13/2021 21:15:11,120
P1,10,01/13/2021 21:46:06,120
P1,2,01/13/2021 22:15:24,120
P1,73,01/13/2021 22:45:23,120
P1,54,01/13/2021 23:16:22,120
P1,113,01/13/2021 23:45:49,120
P1,71,01/14/2021 00:16:15,120
P1,89,01/14/2021 00:46:47,120
P1,73,01/14/2021 01:16:37,120
P1,5,01/14/2021 01:46:18,120
P1,46,01/14/2021 02:16:00,120
P1,53,01/14/2021 02:46:38,120
P1,40,01/14/2021 03:15:54,120
P1,26,01/14/2021 03:46:24,120
P1,106,01/14/2021 04:16:05,120
P1,95,01/14/2021 04:45:30,120
P1,27,01/14/2021 05:15:51,120
P1,77,01/14/2021 05:45:08,120
P1,93,01/14/2021 06:15:28,120
P1,104,01/14/2021 06:44:32,120
P1,4,01/14/2021 07:14:45,120
P1,104,01/14/2021 07:44:02,120
P1,79,01/14/2021 08:14:07,120
P1,73,01/14/2021 08:44:54,120
P1,30,01/14/2021 09:14:34,120
P1,118,01/14/2021 09:45:13,120
P1,38,01/14/2021 10:14:21,120
P1,93,01/14/2021 10:44:02,120
P1,72,01/14/2021 11:14:25,120
P1,7,01/14/2021 11:44:18,120
P1,49,01/14/2021 12:15:01,120
P1,109,01/14/2021 12:44:48,120
P1,109,01/14/2021 13:15:05,120
P1,83,01/14/2021 13:45:30,120
P1,52,01/14/2021 14:15:16,120
P1,120,01/14/2021 14:45:55,120
P1,78,01/14/2021 15:15:15,120
P1,54,01/14/2021 15:44:55,120
P1,36,01/14/2021 16:15:03,120
P1,1,01/14/2021 16:44:45,120
P1,107,01/14/2021 17:15:16,120
P1,120,01/14/2021 17:45:57,120
P1,70,01/14/2021 18:15:39,120
P1,72,01/14/2021 18:45:01,120
P1,6,01/14/2021 19:15:49,120
P1,91,01/14/2021 19:46:29,120
P1,46,01/14/2021 20:16:52,120
P1,43,01/14/2021 20:47:35,120
P1,35,01/14/2021 21:17:49,120
P1,3,01/14/2021 21:48:10,120
P1,114,01/14/2021 22:18:34,120
P1,104,01/14/2021 22:48:28,120
P1,67,01/14/2021 23:17:59,120
P1,29,01/14/2021 23:48:05,120
P1,31,01/15/2021 00:18:45,120
P1,58,01/15/2021 00:47:53,120
P1,94,01/15/2021 01:17:43,120
P1,89,01/15/2021 01:47:46,120
P1,14,01/15/2021 02:18:30,120
P1,53,01/15/2021 02:48:43,120
P1,61,01/15/2021 03:17:47,120
P1,69,01/15/2021 03:48:11,120
P1,64,01/15/2021 04:17:49,120
P1,1,01/15/2021 04:48:09,120
P1,106,01/15/2021 05:18:27,120
P1,14,01/15/2021 05:49:26,120
P1,60,01/15/2021 06:20:11,120
P1,1,01/15/2021 06:49:19,120
P1,34,01/15/2021 07:19:18,120
P1,41,01/15/2021 07:49:59,120
P1,98,01/15/2021 08:19:50,120
P1,37,01/15/2021 08:50:35,120
P1,114,01/15/2021 09:21:33,120
P1,63,01/15/2021 09:52:22,120
P1,42,01/15/2021 10:21:34,120
P1,5,01/15/2021 10:50:49,120
P1,56,01/15/2021 11:20:20,120
P1,33,01/15/2021 11:49:47,120
P1,83,01/15/2021 12:19:30,120
P1,70,01/15/2021 12:49:26,120
P1,119,01/15/2021 13:19:04,120
P1,120,01/15/2021 13:49:37,120
P1,71,01/15/2021 14:19:13,120
P1,6,01/15/2021 14:49:39,120
P1,7,01/15/2021 15:20:02,120
P1,80,01/15/2021 15:50:21,120
P1,42,01/15/2021 16:20:46,120
P1,88,01/15/2021 16:51:08,120
P1,32,01/15/2021 17:21:08,120
P1,87,01/15/2021 17:51:31,120
P1,9,01/15/2021 18:21:28,120
P1,26,01/15/2021 18:51:13,120
P1,19,01/15/2021 19:21:19,120
P1,85,01/15/2021 19:50:49,120
P1,71,01/15/2021 20:21:25,120
P1,17,01/15/2021 20:51:16,120
P1,60,01/15/2021 21:21:49,120
P1,113,01/15/2021 21:51:01,120
P1,2,01/15/2021 22:21:40,120
P1,4,01/15/2021 22:51:17,120
P1,97,01/15/2021 23:21:04,120
P1,98,01/15/2021 23:50:33,120
P1,4,01/16/2021 00:20:07,120
